630	+	557	=	?
450	+	1810	=	?
1216	+	950	=	?
2003	+	109	=	?
1223	+	1244	=	?
1876	+	59	=	?
1320	+	1242	=	?
195	+	1902	=	?
868	+	912	=	?
297	+	1653	=	?
1555	+	1026	=	?
293	+	1124	=	?
1812	+	815	=	?
1241	+	805	=	?
102	+	10	=	?
264	+	850	=	?
1296	+	1079	=	?
328	+	1967	=	?
381	+	1316	=	?
1083	+	98	=	?
1574	+	1506	=	?
1391	+	1346	=	?
1148	+	2005	=	?
1815	+	695	=	?
1783	+	1788	=	?
309	+	670	=	?
1582	+	318	=	?
816	+	902	=	?
413	+	26	=	?
1925	+	1895	=	?
1824	+	1438	=	?
713	+	1904	=	?
203	+	1566	=	?
1083	+	964	=	?
296	+	1054	=	?
1979	+	1655	=	?
1334	+	856	=	?
1402	+	1866	=	?
423	+	693	=	?
1654	+	1312	=	?
1706	+	1934	=	?
1639	+	760	=	?
1319	+	123	=	?
535	+	1291	=	?
1017	+	1924	=	?
652	+	1862	=	?
1643	+	1881	=	?
457	+	376	=	?
1944	+	511	=	?
462	+	1809	=	?
912	+	1364	=	?
1791	+	604	=	?
811	+	1834	=	?
1007	+	588	=	?
1550	+	383	=	?
56	+	1450	=	?
1732	+	651	=	?
302	+	1436	=	?
1555	+	418	=	?
1668	+	211	=	?
57	+	1071	=	?
1302	+	1129	=	?
307	+	1375	=	?
1220	+	430	=	?
1843	+	577	=	?
1057	+	986	=	?
492	+	1141	=	?
1808	+	1815	=	?
330	+	1290	=	?
1680	+	1238	=	?
688	+	501	=	?
821	+	752	=	?
349	+	929	=	?
1056	+	275	=	?
1427	+	1870	=	?
358	+	27	=	?
